,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
5009,33376,city_16,Female,Has relevent experience,no_enrollment,Masters,Business Degree,8,1000-4999,Public Sector,0.0
5033,24856,city_160,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
5044,26286,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Early Stage Startup,0.0
5047,8862,city_89,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1.0
5089,33168,city_21,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1.0
5215,5869,city_64,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
5216,28110,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
5235,6535,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1.0
5251,8984,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,0.0
5256,26326,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,1.0
5272,7690,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,1.0
5318,8790,city_160,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Public Sector,0.0
5324,10702,city_98,Female,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,0.0
5325,213,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1.0
5334,20686,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,0.0
5425,27997,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Funded Startup,0.0
5430,8572,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,0.0
5472,20651,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,NGO,1.0
5479,10934,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,0.0
5486,8303,city_13,Female,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,0.0
5488,24745,city_150,Female,Has relevent experience,Part time course,Graduate,STEM,<1,5000-9999,Public Sector,1.0
5493,2452,city_136,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Public Sector,0.0
5495,11172,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
5497,20417,city_102,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
5532,32895,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,0.0
5533,11881,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
5541,1799,city_102,Female,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,0.0
5625,18467,city_40,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
5639,929,city_138,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Funded Startup,0.0
5660,24602,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
5711,30272,city_103,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,0.0
5722,8531,city_16,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,0.0
5739,31641,city_103,Female,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Public Sector,0.0
5754,2561,city_104,Female,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,0.0
5851,3788,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Other,0.0
5881,3402,city_21,Female,No relevent experience,Full time course,Graduate,STEM,5,10/49,Funded Startup,0.0
5908,4888,city_67,Female,Has relevent experience,no_enrollment,Graduate,Other,3,100-500,Pvt Ltd,0.0
5910,3308,city_104,Female,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,0.0
5916,26125,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,0.0
5923,15759,city_16,Female,Has relevent experience,Full time course,Graduate,Arts,12,100-500,Pvt Ltd,0.0
5945,17404,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0.0
5971,9663,city_74,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,0.0
5990,25189,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,10/49,Pvt Ltd,0.0
5991,10673,city_159,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1.0
6004,25467,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
6006,23890,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,0.0
6020,26384,city_83,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,0.0
6053,20022,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,0.0
6110,12429,city_114,Female,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Public Sector,0.0
6114,23378,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,0.0
6128,29462,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,5,<10,NGO,0.0
6130,29150,city_114,Female,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
6141,11309,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
6206,20396,city_115,Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,0.0
6246,21994,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,0.0
6249,10165,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,0.0
6321,31459,city_16,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Pvt Ltd,0.0
6361,27828,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
6368,8195,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,0.0
6379,20974,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,0.0
6385,11547,city_40,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,0.0
6391,4733,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,0.0
6427,27092,city_114,Female,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,0.0
6563,4276,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,10000+,Pvt Ltd,0.0
6589,30649,city_70,Female,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1.0
6663,31332,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
6697,8688,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
6710,942,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
6718,7318,city_26,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
6739,20346,city_103,Female,Has relevent experience,no_enrollment,Masters,Arts,1,<10,Early Stage Startup,0.0
6774,18826,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,0.0
6826,11321,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Public Sector,0.0
6862,13394,city_136,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
6868,20532,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Funded Startup,0.0
6970,24089,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1.0
7006,30513,city_61,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,0.0
7016,18603,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
7039,20395,city_19,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,1.0
7043,26360,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
7091,26155,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,0.0
7095,31983,city_16,Female,Has relevent experience,no_enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,0.0
7096,13668,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,0.0
7114,26749,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
7168,18395,city_114,Female,Has relevent experience,no_enrollment,Graduate,Other,4,50-99,Pvt Ltd,0.0
7191,14405,city_123,Female,No relevent experience,no_enrollment,Phd,STEM,2,5000-9999,Pvt Ltd,0.0
7217,17288,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Funded Startup,1.0
7227,31787,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,0.0
7276,5098,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
7282,18355,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1.0
7293,15733,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0.0
7342,27926,city_16,Female,No relevent experience,Full time course,Graduate,STEM,4,<10,Early Stage Startup,0.0
7343,20842,city_136,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,0.0
7440,14675,city_64,Female,No relevent experience,no_enrollment,Phd,STEM,5,<10,NGO,0.0
7441,29148,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Public Sector,0.0
7495,10227,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
7506,1508,city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1.0
7526,33352,city_16,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,0.0
7549,8015,city_136,Female,No relevent experience,no_enrollment,Phd,STEM,9,50-99,Public Sector,0.0
7559,11211,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,0.0
7587,2429,city_16,Female,Has relevent experience,no_enrollment,Graduate,Other,13,500-999,Pvt Ltd,0.0
7674,4824,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,17,<10,Pvt Ltd,0.0
7730,17726,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Other,0.0
7742,7980,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
7744,8302,city_142,Female,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,0.0
7751,11492,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,0.0
7757,16872,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,19,10000+,NGO,0.0
7840,617,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,0.0
7858,22850,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
7875,4411,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,0.0
7890,2334,city_83,Female,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,0.0
7901,24207,city_114,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0.0
7910,29935,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,0.0
7912,32217,city_16,Female,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
7919,11376,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,0.0
7959,30062,city_16,Female,No relevent experience,Full time course,Masters,STEM,15,50-99,Public Sector,0.0
7962,30425,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,0.0
8040,5214,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,0.0
8046,27349,city_40,Female,No relevent experience,no_enrollment,Masters,STEM,1,10/49,Pvt Ltd,1.0
8110,9632,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,8,50-99,Public Sector,0.0
8162,15919,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,0.0
8166,29980,city_11,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
8198,897,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
8205,29315,city_61,Female,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,0.0
8221,7574,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,100-500,Funded Startup,0.0
8239,9769,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,5,50-99,Pvt Ltd,0.0
8263,14825,city_2,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Funded Startup,0.0
8280,19736,city_28,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
8306,22645,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0.0
8308,20859,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0.0
8387,12683,city_21,Female,No relevent experience,no_enrollment,Graduate,Arts,<1,100-500,Funded Startup,0.0
8416,15002,city_16,Female,Has relevent experience,no_enrollment,Masters,Business Degree,2,10/49,Pvt Ltd,0.0
8420,14463,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1.0
8427,14017,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
8447,20353,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1.0
8484,9774,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
8491,28392,city_28,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
8497,10388,city_75,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,0.0
8507,28635,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
8516,18137,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
8521,21382,city_102,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
8583,11333,city_114,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,0.0
8626,10291,city_1,Female,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,0.0
8645,14877,city_23,Female,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,0.0
8648,10084,city_10,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1.0
8653,14391,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1.0
8666,11214,city_16,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1.0
8690,25913,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
8703,24890,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,2,<10,NGO,0.0
8725,25470,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,0.0
8798,7072,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
8849,2053,city_67,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,0.0
8872,11920,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,13,10000+,Pvt Ltd,0.0
8884,10690,city_64,Female,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Public Sector,1.0
8890,28005,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,0.0
8903,6429,city_75,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
8909,31478,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,0.0
8989,29957,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Public Sector,0.0
9004,14803,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0.0
9015,21556,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1.0
9036,5995,city_105,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
9037,26141,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
9087,15313,city_99,Female,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Pvt Ltd,0.0
9106,10125,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,2,100-500,NGO,0.0
9124,33203,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,0.0
9170,11928,city_160,Female,Has relevent experience,no_enrollment,Graduate,No Major,4,<10,Pvt Ltd,0.0
9177,14617,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
9187,23195,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,0.0
9267,4795,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,0.0
9277,32040,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1.0
9289,24438,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,0.0
9378,5445,city_128,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1.0
9432,24824,city_99,Female,No relevent experience,no_enrollment,Phd,Humanities,10,1000-4999,NGO,0.0
9440,8994,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,0.0
9456,13970,city_73,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,NGO,0.0
9482,16120,city_103,Female,No relevent experience,no_enrollment,Masters,Humanities,4,50-99,Funded Startup,0.0
9503,7952,city_21,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1.0
9510,25968,city_155,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1.0
9555,30823,city_50,Female,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,0.0
9568,12427,city_21,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0.0
9576,31480,city_16,Female,No relevent experience,no_enrollment,Graduate,No Major,14,50-99,Pvt Ltd,0.0
9595,7434,city_75,Female,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Pvt Ltd,0.0
9652,27660,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1.0
9668,10733,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1.0
9674,23315,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,1,500-999,Public Sector,1.0
9682,11656,city_21,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1.0
9695,3608,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
9714,11194,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
9723,25200,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
9726,30160,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,0.0
9737,14745,city_21,Female,No relevent experience,Full time course,Masters,STEM,6,10/49,Pvt Ltd,0.0
9742,29032,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
9790,7667,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,100-500,NGO,0.0
9833,17143,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,0.0
9853,22389,city_103,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,1.0
9862,31346,city_103,Female,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,NGO,1.0
9887,30882,city_114,Female,No relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,0.0
9955,27785,city_16,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,0.0
9960,12763,city_136,Female,Has relevent experience,no_enrollment,Masters,Arts,9,<10,Public Sector,0.0
9964,13896,city_114,Female,Has relevent experience,no_enrollment,Masters,Other,7,50-99,Pvt Ltd,0.0
9987,13769,city_121,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
9992,4567,city_105,Female,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
10039,10221,city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
10047,13647,city_114,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
10075,18103,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Public Sector,0.0
10085,18453,city_65,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1.0
10107,19244,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
10131,9759,city_67,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,0.0
10136,10547,city_21,Female,No relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,0.0
10143,25254,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1.0
10149,19036,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,500-999,Pvt Ltd,0.0
10158,10484,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
10185,3480,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,10000+,Public Sector,0.0
10191,3514,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
10307,31846,city_103,Female,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,0.0
10310,2288,city_61,Female,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,1.0
10349,13169,city_100,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
10392,20442,city_89,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,0.0
10409,20420,city_136,Female,No relevent experience,Full time course,Phd,STEM,6,100-500,Public Sector,0.0
10414,19663,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1.0
10452,17298,city_136,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,0.0
10530,23945,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
10541,600,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,19,50-99,Pvt Ltd,0.0
10566,11832,city_36,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
10594,6125,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,0.0
10618,13077,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,0.0
10677,15692,city_136,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,0.0
10750,3119,city_65,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,0.0
10755,32039,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
10790,15167,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,0.0
10811,31373,city_159,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,0.0
10830,7627,city_103,Female,No relevent experience,no_enrollment,Graduate,Business Degree,20,100-500,Pvt Ltd,0.0
10851,27519,city_53,Female,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,0.0
10856,6015,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
10874,19039,city_136,Female,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,0.0
10876,23044,city_136,Female,No relevent experience,Full time course,Masters,STEM,8,100-500,Public Sector,0.0
10903,9642,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
11077,20272,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,0.0
11085,33276,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,NGO,0.0
11103,31330,city_23,Female,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,0.0
11119,9486,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,1000-4999,Pvt Ltd,0.0
11141,29786,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,1,10/49,Funded Startup,0.0
11166,21340,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
11178,12513,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
11215,32622,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
11262,33077,city_102,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,1.0
11265,21269,city_75,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0.0
11267,1222,city_160,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,1000-4999,Pvt Ltd,0.0
11271,11274,city_114,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,0.0
11292,8422,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Other,0.0
11309,2581,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,0.0
11321,15735,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,0.0
11343,23074,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,0.0
11392,17038,city_160,Female,Has relevent experience,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,0.0
11423,29791,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,0.0
